id,gender,bdate,educ,jobcat,salary,salbegin,jobtime,prevexp,minority
360,Female,8/11/1968,12,Clerical,29400.0,15300.0,72.0,30,No
361,Female,6/9/1966,12,Clerical,28800.0,13950.0,72.0,18,No
364,Female,3/26/1947,12,Clerical,17400.0,10200.0,72.0,116,Yes
366,Female,3/21/1961,12,Clerical,24750.0,12000.0,72.0,68,Yes
367,Female,5/22/1942,12,Clerical,16950.0,10200.0,72.0,271,Yes
368,Female,7/20/1943,12,Clerical,26100.0,13500.0,72.0,169,Yes
373,Male,10/29/1949,12,Clerical,22500.0,16500.0,70.0,216,No
375,Male,10/8/1966,12,Clerical,27450.0,14700.0,70.0,41,No
380,Female,2/22/1941,12,Clerical,21000.0,13500.0,70.0,82,No
382,Male,10/20/1959,12,Clerical,24000.0,15750.0,70.0,120,Yes
384,Female,11/11/1955,12,Clerical,20850.0,13050.0,70.0,127,Yes
385,Male,10/1/1930,12,Custodial,30000.0,15750.0,69.0,348,No
391,Female,1/12/1969,12,Clerical,24450.0,12450.0,69.0,12,No
392,Female,5/12/1970,12,Clerical,21600.0,12000.0,69.0,missing,No
393,Female,6/24/1969,12,Clerical,27900.0,12450.0,69.0,missing,No
395,Female,3/9/1970,12,Clerical,22650.0,11250.0,69.0,2,No
396,Female,8/17/1970,12,Clerical,20850.0,11250.0,69.0,missing,No
397,Female,1/17/1970,12,Clerical,22950.0,12300.0,69.0,5,No
398,Female,11/21/1970,12,Clerical,30600.0,12450.0,69.0,5,No
399,Female,2/6/1970,12,Clerical,20400.0,11250.0,69.0,missing,No
400,Female,8/6/1969,12,Clerical,23850.0,12750.0,69.0,20,No
401,Female,3/14/1970,12,Clerical,22800.0,11250.0,69.0,missing,No
402,Female,2/7/1970,12,Clerical,20700.0,11250.0,69.0,2,No
403,Female,4/28/1970,12,Clerical,21300.0,11250.0,69.0,3,Yes
404,Female,5/1/1953,12,Clerical,24300.0,15000.0,69.0,121,Yes
405,Female,7/12/1944,12,Clerical,19650.0,13950.0,69.0,133,Yes
411,Female,8/21/1931,12,Clerical,16200.0,10200.0,68.0,180,No
412,Female,6/16/1970,12,Clerical,22800.0,11250.0,68.0,2,No
423,Female,4/26/1936,12,Clerical,22200.0,13800.0,67.0,196,No
425,Female,1/26/1942,12,Clerical,20850.0,13500.0,67.0,181,No
432,Male,3/12/1964,12,Clerical,30750.0,15000.0,66.0,56,No
433,Male,11/15/1966,12,Clerical,33540.0,15750.0,66.0,47,No
436,Male,5/27/1965,12,Clerical,30270.0,15750.0,66.0,80,No
439,Female,6/25/1970,12,Clerical,20400.0,11250.0,66.0,missing,No
442,Female,9/18/1968,12,Clerical,29700.0,13500.0,66.0,26,No
444,Female,9/16/1961,12,Clerical,24450.0,15750.0,66.0,87,No
448,Female,6/5/1933,12,Clerical,16350.0,10200.0,66.0,163,Yes
452,Male,8/13/1953,12,Clerical,28800.0,18000.0,65.0,210,No
459,Female,2/10/1971,12,Clerical,21750.0,11250.0,65.0,missing,No
460,Female,8/12/1969,12,Clerical,22500.0,12750.0,65.0,24,No
465,Male,7/20/1962,12,Clerical,33900.0,16500.0,64.0,106,No
466,Female,6/15/1948,12,Clerical,23400.0,13500.0,64.0,198,No
470,Male,1/22/1964,12,Clerical,26250.0,15750.0,64.0,69,Yes
473,Female,11/25/1937,12,Clerical,21450.0,12750.0,63.0,139,No
474,Female,11/5/1968,12,Clerical,29400.0,14250.0,63.0,9,No
4,Female,4/15/1947,8,Clerical,21900.0,13200.0,98.0,190,No
12,Male,1/11/1966,8,Clerical,28350.0,12000.0,98.0,26,Yes
36,Female,8/7/1963,8,Clerical,31350.0,11250.0,96.0,52,No
44,Male,6/15/1963,8,Clerical,29250.0,14250.0,95.0,50,No
61,Male,4/28/1964,8,Clerical,22500.0,9750.0,94.0,36,Yes
65,Male,3/28/1964,8,Clerical,21900.0,14550.0,93.0,41,No
84,Female,3/12/1967,8,Clerical,25050.0,10950.0,93.0,8,Yes
90,Female,2/27/1938,8,Clerical,16200.0,9750.0,92.0,missing,No
92,Female,6/25/1968,8,Clerical,24000.0,10950.0,92.0,6,No
96,Male,10/2/1933,8,Custodial,30750.0,15000.0,92.0,432,Yes
98,Male,5/17/1956,8,Custodial,30000.0,15000.0,92.0,144,Yes
139,Female,6/18/1931,8,Clerical,20100.0,13200.0,88.0,90,No
144,Female,8/28/1931,8,Clerical,16650.0,9750.0,88.0,412,No
152,Male,5/3/1929,8,Custodial,30750.0,15000.0,87.0,451,No
174,Male,1/7/1935,8,Custodial,31950.0,15000.0,85.0,438,No
175,Male,1/8/1938,8,Clerical,26250.0,15600.0,85.0,171,No
185,Male,8/28/1930,8,Custodial,30750.0,15000.0,84.0,380,No
190,Female,11/15/1932,8,Clerical,29100.0,16500.0,84.0,35,No
209,Female,1/14/1934,8,Clerical,19800.0,10200.0,83.0,75,No
213,Male,10/20/1945,8,Custodial,30750.0,15000.0,83.0,302,Yes
223,Female,3/14/1942,8,Clerical,22350.0,10200.0,82.0,48,No
236,Female,5/2/1969,8,Clerical,27450.0,12000.0,81.0,9,No
241,Female,8/27/1936,8,Clerical,17400.0,10200.0,81.0,390,No
244,Female,9/15/1969,8,Clerical,22500.0,10950.0,81.0,5,No
253,Female,2/21/1942,8,Clerical,17100.0,10200.0,81.0,missing,Yes
258,Male,3/9/1969,8,Clerical,21300.0,11550.0,80.0,24,No
278,Female,6/12/1943,8,Clerical,20850.0,12000.0,79.0,70,No
281,Male,2/18/1945,8,Custodial,34500.0,15750.0,79.0,246,Yes
285,Male,5/28/1930,8,Custodial,30750.0,15750.0,78.0,429,No
295,Male,8/20/1932,8,Clerical,24000.0,15750.0,78.0,476,No
302,Male,9/28/1939,8,Clerical,22350.0,15000.0,78.0,320,Yes
325,Female,11/4/1934,8,Clerical,16800.0,10200.0,76.0,76,No
326,Male,7/24/1958,8,Custodial,29550.0,15750.0,76.0,144,Yes
335,Male,2/26/1930,8,Custodial,31950.0,15750.0,74.0,408,No
338,Female,8/12/1938,8,Clerical,15900.0,10200.0,74.0,43,No
339,Female,11/7/1942,8,Clerical,23700.0,10650.0,74.0,281,No
340,Female,5/6/1934,8,Clerical,21750.0,12450.0,74.0,318,No
352,Female,11/26/1933,8,Clerical,21150.0,12000.0,73.0,159,No
357,Female,1/18/1932,8,Clerical,17700.0,10200.0,72.0,184,No
362,Female,4/8/1937,8,Clerical,16950.0,10200.0,72.0,319,No
365,Female,10/16/1948,8,Clerical,21450.0,10200.0,72.0,194,Yes
378,Female,9/21/1930,8,Clerical,15750.0,10200.0,70.0,275,No
379,Female,5/12/1938,8,Clerical,19650.0,13050.0,70.0,102,No
386,Male,8/18/1934,8,Custodial,28500.0,15750.0,69.0,174,No
394,Female,2/4/1970,8,Clerical,29100.0,12450.0,69.0,17,No
410,Female,1/9/1942,8,Clerical,25200.0,18750.0,68.0,344,No
414,Male,1/8/1961,8,Custodial,30300.0,15750.0,68.0,155,Yes
427,Male,4/21/1942,8,Clerical,26250.0,16050.0,67.0,97,Yes
429,Male,8/13/1946,8,Custodial,30000.0,15750.0,67.0,305,Yes
437,Male,9/4/1933,8,Clerical,26250.0,16050.0,66.0,264,No
440,Female,11/10/1947,8,Clerical,24150.0,12750.0,66.0,96,No
443,Female,2/10/1929,8,Clerical,21600.0,13500.0,66.0,228,No
461,Female,11/8/1943,8,Clerical,21600.0,13500.0,65.0,173,No
